Korpus,Family,query_id,kueri,B,GPL,exp5,Δ(exp5-B)
ID,multilingual-e5-base,23,penjelasan tentang pandangan terang,0.8158,0.6273,0.9185,0.1027
ID,multilingual-e5-base,8,manfaat pelaksaan sila,0.5982,0.4444,0.7034,0.1052
ID,gte-multilingual-base,30,apa itu proliferasi mental,0.89,0.8663,1.0,0.11
ID,multilingual-e5-base,22,cara mengikis kotoran batin,0.5751,0.664,0.71,0.1349
ID,multilingual-e5-base,10,kriteria kesucian,0.2801,0.1018,0.4273,0.1472
ID,gte-multilingual-base,3,apa penyebab penderitaan,0.4637,0.8591,0.6164,0.1527
ID,multilingual-e5-base,12,kewajiban seorang bhikkhu,0.8272,0.741,0.9914,0.1642
ID,gte-multilingual-base,9,jenis jenis kotoran batin,0.3086,0.5585,0.4823,0.1737
ID,multilingual-e5-base,17,kewajiban seorang umat awam,0.7261,0.8058,0.907,0.1809
ID,gte-multilingual-base,14,apa makna kekosongan,0.6382,0.3673,0.8342,0.196
ID,gte-multilingual-base,26,bersatu di kehidupan selanjutnya,0.5335,0.14,0.7296,0.1961
ID,gte-multilingual-base,16,harta yang paling bernilai,0.7945,0.9026,1.0,0.2055
ID,multilingual-e5-base,16,harta yang paling bernilai,0.5615,0.9125,0.7739,0.2124
ID,gte-multilingual-base,17,kewajiban seorang umat awam,0.6015,0.6771,0.8406,0.2391
ID,gte-multilingual-base,21,jenis jenis manusia,0.6406,0.9563,0.8869,0.2463
ID,gte-multilingual-base,2,cara mengatasi ngantuk,0.214,0.0,0.467,0.253
ID,multilingual-e5-base,26,bersatu di kehidupan selanjutnya,0.3526,0.0,0.6071,0.2545
ID,gte-multilingual-base,1,cara mengatasi kemarahan,0.5664,0.6667,0.8304,0.264
ID,multilingual-e5-base,2,cara mengatasi ngantuk,0.6893,1.0,1.0,0.3107
ID,multilingual-e5-base,29,jenis orang yang tak boleh ditahbiskan,0.5296,0.8688,0.8688,0.3392
ID,gte-multilingual-base,20,penggambaran terhadap keagungan buddha,0.4545,0.2319,0.8109,0.3564
ID,gte-multilingual-base,23,penjelasan tentang pandangan terang,0.3743,0.5517,0.732,0.3577
ID,multilingual-e5-base,3,apa penyebab penderitaan,0.4637,0.7346,0.8591,0.3954
ID,multilingual-e5-base,11,siapa yang layak disebut sebagai brahmana,0.5466,0.2896,0.9435,0.3969
ID,gte-multilingual-base,8,manfaat pelaksaan sila,0.149,0.4522,0.5875,0.4385
ID,gte-multilingual-base,29,jenis orang yang tak boleh ditahbiskan,0.1696,1.0,1.0,0.8304
