query_id,kueri,Model,Versi,Korpus,Spearman
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp1,ID,
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp1,ID,-0.5643
21,jenis jenis manusia,gpl-gte-multilingual-base,exp1,ID,
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp1,ID,0.9747
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp1,ID,-0.9177
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp1,ID,0.5263
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp1,ID,-0.866
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp1,ID,0.9177
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp1,ID,0.3591
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp1,ID,-0.2236
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp1,ID,0.7071
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp1,ID,0.0
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp2,ID,-0.2635
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp2,ID,-0.5774
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp2,ID,0.3591
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp2,ID,0.6708
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp2,ID,-0.0527
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp2,ID,0.7071
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp2,ID,0.2294
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp2,ID,0.8944
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp2,ID,0.9747
10,kriteria kesucian,gpl-gte-multilingual-base,exp2,ID,-0.8944
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp2,ID,-0.7
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp2,ID,-0.1118
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp2,ID,0.3354
14,apa makna kekosongan,gpl-gte-multilingual-base,exp2,ID,-0.4472
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp2,ID,0.1
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp2,ID,-0.1581
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp2,ID,-0.5643
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp2,ID,
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp2,ID,0.7071
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp2,ID,-0.25
21,jenis jenis manusia,gpl-gte-multilingual-base,exp2,ID,
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp2,ID,0.7
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp2,ID,0.2294
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp2,ID,-0.0513
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp2,ID,-0.4472
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp2,ID,0.9733
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp2,ID,0.1581
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp2,ID,-0.1118
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp2,ID,0.3536
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp2,ID,0.6708
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp3,ID,-0.8944
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp3,ID,0.5774
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp3,ID,0.4
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp3,ID,-0.2236
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp3,ID,0.2236
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp3,ID,0.7071
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp3,ID,0.7826
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp3,ID,0.8944
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp3,ID,0.1539
10,kriteria kesucian,gpl-gte-multilingual-base,exp3,ID,-0.6708
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp3,ID,0.6669
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp3,ID,0.2895
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp3,ID,0.1118
14,apa makna kekosongan,gpl-gte-multilingual-base,exp3,ID,0.0
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp3,ID,-0.3
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp3,ID,-0.6669
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp3,ID,0.2
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp3,ID,
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp3,ID,
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp3,ID,-0.7826
21,jenis jenis manusia,gpl-gte-multilingual-base,exp3,ID,-0.7071
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp3,ID,0.4104
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp3,ID,0.8158
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp3,ID,0.1026
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp3,ID,-0.6
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp3,ID,0.866
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp3,ID,0.6156
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp3,ID,0.3536
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp3,ID,0.3078
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp3,ID,0.7071
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp4,ID,0.6669
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp4,ID,0.3627
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp4,ID,0.2635
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp4,ID,0.7906
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp4,ID,-0.3441
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp4,ID,0.7071
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp4,ID,0.4743
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp4,ID,-0.6669
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp4,ID,0.8721
10,kriteria kesucian,gpl-gte-multilingual-base,exp4,ID,-0.7906
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp4,ID,0.3078
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp4,ID,0.5774
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp4,ID,0.7906
14,apa makna kekosongan,gpl-gte-multilingual-base,exp4,ID,-0.5407
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp4,ID,0.6669
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp4,ID,0.7826
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp4,ID,-0.4472
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp4,ID,
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp4,ID,0.7071
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp4,ID,-0.3953
21,jenis jenis manusia,gpl-gte-multilingual-base,exp4,ID,0.7071
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp4,ID,0.3078
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp4,ID,-0.6882
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp4,ID,-0.7071
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp4,ID,0.2236
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp4,ID,0.2108
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp4,ID,0.1
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp4,ID,-0.1118
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp4,ID,0.8944
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp4,ID,0.2887
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp4.1,ID,0.8944
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp4.1,ID,-0.2582
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp4.1,ID,0.0527
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp4.1,ID,0.7906
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp4.1,ID,-0.6882
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp4.1,ID,0.1053
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp4.1,ID,0.9747
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp4.1,ID,-0.6669
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp4.1,ID,0.6669
10,kriteria kesucian,gpl-gte-multilingual-base,exp4.1,ID,-0.6708
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp4.1,ID,0.0
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp4.1,ID,-0.2887
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp4.1,ID,0.6325
14,apa makna kekosongan,gpl-gte-multilingual-base,exp4.1,ID,0.0526
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp4.1,ID,0.6
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp4.1,ID,0.3536
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp4.1,ID,-0.6708
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp4.1,ID,
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp4.1,ID,0.7071
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp4.1,ID,-0.3627
21,jenis jenis manusia,gpl-gte-multilingual-base,exp4.1,ID,
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp4.1,ID,0.8208
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp4.1,ID,0.4588
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp4.1,ID,
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp4.1,ID,0.2236
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp4.1,ID,0.2108
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp4.1,ID,0.2052
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp4.1,ID,-0.1118
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp4.1,ID,0.2236
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp4.1,ID,0.0
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp4.2,ID,0.3591
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp4.2,ID,0.7826
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp4.2,ID,0.0513
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp4.2,ID,0.4472
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp4.2,ID,0.866
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp4.2,ID,0.7071
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp4.2,ID,0.3
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp4.2,ID,0.0
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp4.2,ID,0.7182
10,kriteria kesucian,gpl-gte-multilingual-base,exp4.2,ID,0.7071
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp4.2,ID,0.0
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp4.2,ID,0.0
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp4.2,ID,0.7906
14,apa makna kekosongan,gpl-gte-multilingual-base,exp4.2,ID,-0.1081
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp4.2,ID,0.6
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp4.2,ID,-0.1539
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp4.2,ID,-0.7
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp4.2,ID,
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp4.2,ID,
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp4.2,ID,0.7906
21,jenis jenis manusia,gpl-gte-multilingual-base,exp4.2,ID,-0.4472
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp4.2,ID,0.7379
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp4.2,ID,-0.5923
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp4.2,ID,
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp4.2,ID,0.4472
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp4.2,ID,0.9487
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp4.2,ID,0.9747
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp4.2,ID,-0.1118
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp4.2,ID,0.7071
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp4.2,ID,0.0
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp4.3,ID,0.4472
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp4.3,ID,0.0
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp4.3,ID,0.1539
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp4.3,ID,0.1118
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp4.3,ID,0.3536
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp4.3,ID,0.7071
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp4.3,ID,0.9747
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp4.3,ID,0.3536
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp4.3,ID,-0.0513
10,kriteria kesucian,gpl-gte-multilingual-base,exp4.3,ID,0.3536
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp4.3,ID,
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp4.3,ID,0.8944
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp4.3,ID,0.5774
14,apa makna kekosongan,gpl-gte-multilingual-base,exp4.3,ID,-0.8944
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp4.3,ID,0.3
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp4.3,ID,-0.2236
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp4.3,ID,0.0
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp4.3,ID,
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp4.3,ID,
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp4.3,ID,0.6708
21,jenis jenis manusia,gpl-gte-multilingual-base,exp4.3,ID,-0.3441
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp4.3,ID,0.9211
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp4.3,ID,-0.3441
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp4.3,ID,0.5441
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp4.3,ID,0.5643
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp4.3,ID,-0.1054
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp4.3,ID,0.4104
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp4.3,ID,0.4472
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp4.3,ID,0.0
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp4.3,ID,0.0
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp5.0,ID,0.6669
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp5.0,ID,
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp5.0,ID,0.6708
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp5.0,ID,0.7071
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp5.0,ID,0.3536
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp5.0,ID,0.5643
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp5.0,ID,0.8721
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp5.0,ID,0.6156
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp5.0,ID,0.6669
10,kriteria kesucian,gpl-gte-multilingual-base,exp5.0,ID,-0.0513
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp5.0,ID,
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp5.0,ID,0.5774
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp5.0,ID,0.527
14,apa makna kekosongan,gpl-gte-multilingual-base,exp5.0,ID,
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp5.0,ID,0.8208
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp5.0,ID,0.3591
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp5.0,ID,-0.0513
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp5.0,ID,
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp5.0,ID,
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp5.0,ID,-0.5
21,jenis jenis manusia,gpl-gte-multilingual-base,exp5.0,ID,
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp5.0,ID,0.9747
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp5.0,ID,-0.9
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp5.0,ID,0.7071
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp5.0,ID,-0.866
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp5.0,ID,0.2236
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp5.0,ID,-0.0278
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp5.0,ID,0.7071
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp5.0,ID,0.4472
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp5.0,ID,0.866
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp5.1,ID,0.5643
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp5.1,ID,
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp5.1,ID,0.8944
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp5.1,ID,0.7071
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp5.1,ID,0.3536
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp5.1,ID,0.5643
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp5.1,ID,0.6669
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp5.1,ID,0.8208
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp5.1,ID,0.7
10,kriteria kesucian,gpl-gte-multilingual-base,exp5.1,ID,0.1026
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp5.1,ID,0.8721
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp5.1,ID,0.8944
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp5.1,ID,0.527
14,apa makna kekosongan,gpl-gte-multilingual-base,exp5.1,ID,
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp5.1,ID,-0.1118
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp5.1,ID,0.3591
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp5.1,ID,-0.0513
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp5.1,ID,
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp5.1,ID,
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp5.1,ID,0.6708
21,jenis jenis manusia,gpl-gte-multilingual-base,exp5.1,ID,-0.3536
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp5.1,ID,0.9747
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp5.1,ID,-0.4104
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp5.1,ID,0.7071
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp5.1,ID,-0.2052
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp5.1,ID,0.6842
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp5.1,ID,-0.0278
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp5.1,ID,0.7071
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp5.1,ID,0.2236
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp5.1,ID,0.866
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp5.2,ID,-0.3536
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp5.2,ID,0.7071
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp5.2,ID,0.8944
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp5.2,ID,
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp5.2,ID,0.0
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp5.2,ID,0.5
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp5.2,ID,0.8721
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp5.2,ID,0.9
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp5.2,ID,0.7
10,kriteria kesucian,gpl-gte-multilingual-base,exp5.2,ID,0.2887
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp5.2,ID,0.2236
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp5.2,ID,0.9
