Korpus,Family,query_id,kueri,B,GPL,exp5.0,Δ(exp5.0-B)
ID,multilingual-e5-base,17,kewajiban seorang umat awam,0.8022,0.7523,0.8535,0.0513
ID,multilingual-e5-base,28,berbagai jenis perbuatan baik,0.9319,0.763,1.0,0.0681
ID,gte-multilingual-base,4,mengapa harus membalas budi orangtua,0.8587,0.7557,0.9344,0.0757
ID,multilingual-e5-base,9,jenis jenis kotoran batin,0.5288,0.4786,0.6233,0.0945
ID,multilingual-e5-base,4,mengapa harus membalas budi orangtua,0.8783,0.8907,0.9757,0.0974
ID,multilingual-e5-base,12,kewajiban seorang bhikkhu,0.8083,0.7456,0.9228,0.1145
ID,gte-multilingual-base,1,cara mengatasi kemarahan,0.5982,0.691,0.7254,0.1272
ID,multilingual-e5-base,16,harta yang paling bernilai,0.7564,0.9563,0.8869,0.1305
ID,gte-multilingual-base,28,berbagai jenis perbuatan baik,0.8663,0.8869,1.0,0.1337
ID,multilingual-e5-base,21,jenis jenis manusia,0.8333,0.8304,1.0,0.1667
ID,multilingual-e5-base,22,cara mengikis kotoran batin,0.648,0.6542,0.8199,0.1719
ID,multilingual-e5-base,6,apa itu kemurahan hati,0.5535,0.6242,0.7264,0.1729
ID,gte-multilingual-base,11,siapa yang layak disebut sebagai brahmana,0.8164,0.2261,1.0,0.1836
ID,gte-multilingual-base,3,apa penyebab penderitaan,0.7448,0.933,0.933,0.1882
ID,multilingual-e5-base,3,apa penyebab penderitaan,0.7448,0.8737,0.933,0.1882
ID,gte-multilingual-base,17,kewajiban seorang umat awam,0.5995,0.6942,0.7956,0.1961
ID,gte-multilingual-base,6,apa itu kemurahan hati,0.4538,0.6925,0.6645,0.2107
ID,multilingual-e5-base,26,bersatu di kehidupan selanjutnya,0.2114,0.3689,0.4333,0.2219
ID,gte-multilingual-base,10,kriteria kesucian,0.2616,0.1857,0.4856,0.224
ID,multilingual-e5-base,10,kriteria kesucian,0.2162,0.1288,0.4446,0.2284
ID,gte-multilingual-base,9,jenis jenis kotoran batin,0.4288,0.639,0.6626,0.2338
ID,gte-multilingual-base,21,jenis jenis manusia,0.7473,0.9781,1.0,0.2527
ID,multilingual-e5-base,7,penjelasan tentang perhatian murni,0.3552,0.4609,0.6236,0.2684
ID,multilingual-e5-base,2,cara mengatasi ngantuk,0.6893,1.0,1.0,0.3107
ID,gte-multilingual-base,23,penjelasan tentang pandangan terang,0.333,0.6637,0.774,0.441
ID,gte-multilingual-base,8,manfaat pelaksaan sila,0.1514,0.4522,0.6774,0.526
