Korpus,Family,query_id,kueri,B,GPL,exp5.4,Δ(exp5.4-B)
ID,multilingual-e5-base,22,cara mengikis kotoran batin,0.648,0.6542,0.7652,0.1172
ID,multilingual-e5-base,12,kewajiban seorang bhikkhu,0.8289,0.7646,0.9474,0.1185
ID,multilingual-e5-base,26,bersatu di kehidupan selanjutnya,0.2244,0.3917,0.3587,0.1343
ID,gte-multilingual-base,4,mengapa harus membalas budi orangtua,0.8587,0.7557,1.0,0.1413
ID,gte-multilingual-base,21,jenis jenis manusia,0.7473,0.9781,0.8909,0.1436
ID,multilingual-e5-base,3,apa penyebab penderitaan,0.7448,0.8737,0.9075,0.1627
ID,gte-multilingual-base,3,apa penyebab penderitaan,0.7448,0.933,0.91,0.1652
ID,gte-multilingual-base,17,kewajiban seorang umat awam,0.6335,0.7336,0.8035,0.17
ID,gte-multilingual-base,1,cara mengatasi kemarahan,0.5982,0.691,0.7692,0.171
ID,multilingual-e5-base,6,apa itu kemurahan hati,0.5535,0.6242,0.7609,0.2074
ID,multilingual-e5-base,11,siapa yang layak disebut sebagai brahmana,0.7094,0.1448,0.9255,0.2161
ID,gte-multilingual-base,10,kriteria kesucian,0.2616,0.1857,0.5021,0.2405
ID,multilingual-e5-base,7,penjelasan tentang perhatian murni,0.3552,0.4609,0.5993,0.2441
ID,multilingual-e5-base,10,kriteria kesucian,0.2162,0.1288,0.4633,0.2471
ID,gte-multilingual-base,2,cara mengatasi ngantuk,0.214,0.0,0.4953,0.2813
ID,multilingual-e5-base,9,jenis jenis kotoran batin,0.5589,0.5058,0.8435,0.2846
ID,gte-multilingual-base,9,jenis jenis kotoran batin,0.4532,0.6753,0.7455,0.2923
ID,multilingual-e5-base,2,cara mengatasi ngantuk,0.6893,1.0,1.0,0.3107
ID,gte-multilingual-base,23,penjelasan tentang pandangan terang,0.3411,0.6798,0.7968,0.4557
ID,gte-multilingual-base,29,jenis orang yang tak boleh ditahbiskan,0.1367,0.3039,0.5958,0.4591
ID,gte-multilingual-base,8,manfaat pelaksaan sila,0.1514,0.4522,0.6649,0.5135
