Korpus,Family,query_id,kueri,B,GPL,exp2,Δ(exp2-B)
ID,multilingual-e5-base,24,apa yang terjadi pada saat pencapaian pencerahan,0.4155,0.1246,0.3673,-0.0482
ID,multilingual-e5-base,30,apa itu proliferasi mental,0.9073,0.8132,0.8591,-0.0482
ID,multilingual-e5-base,19,jenis jenis kemelekatan,0.9563,0.8688,0.9125,-0.0438
ID,multilingual-e5-base,4,mengapa harus membalas budi orangtua,0.9026,0.8688,0.8589,-0.0437
ID,multilingual-e5-base,10,kriteria kesucian,0.2801,0.1018,0.2568,-0.0233
ID,gte-multilingual-base,25,perasaan malu dan takut,0.7182,0.7591,0.7154,-0.0028
ID,multilingual-e5-base,18,penyebab gempa bumi,1.0,1.0,1.0,0.0
ID,gte-multilingual-base,6,apa itu kemurahan hati,0.4608,0.6547,0.4608,0.0
ID,multilingual-e5-base,25,perasaan malu dan takut,0.8412,0.618,0.851,0.0098
ID,multilingual-e5-base,13,berbagai jenis pemberian,0.9026,0.6774,0.9125,0.0099
ID,multilingual-e5-base,6,apa itu kemurahan hati,0.6038,0.6284,0.6345,0.0307
ID,gte-multilingual-base,18,penyebab gempa bumi,0.9563,1.0,1.0,0.0437
ID,multilingual-e5-base,8,manfaat pelaksaan sila,0.5982,0.4444,0.6456,0.0474
ID,multilingual-e5-base,7,penjelasan tentang perhatian murni,0.3948,0.4464,0.5029,0.1081
ID,multilingual-e5-base,21,jenis jenis manusia,0.6667,0.8304,0.7995,0.1328
ID,gte-multilingual-base,23,penjelasan tentang pandangan terang,0.3743,0.5517,0.5419,0.1676
ID,gte-multilingual-base,22,cara mengikis kotoran batin,0.7365,0.9275,0.9275,0.191
ID,gte-multilingual-base,27,jenis jenis karma buruk,0.4668,0.3974,0.6812,0.2144
ID,multilingual-e5-base,27,jenis jenis karma buruk,0.3486,0.4602,0.563,0.2144
ID,gte-multilingual-base,8,manfaat pelaksaan sila,0.149,0.4522,0.4105,0.2615
ID,multilingual-e5-base,22,cara mengikis kotoran batin,0.5751,0.664,0.8714,0.2963
ID,multilingual-e5-base,2,cara mengatasi ngantuk,0.6893,1.0,1.0,0.3107
ID,gte-multilingual-base,2,cara mengatasi ngantuk,0.214,0.0,0.5296,0.3156
ID,gte-multilingual-base,9,jenis jenis kotoran batin,0.3086,0.5585,0.6326,0.324
ID,multilingual-e5-base,26,bersatu di kehidupan selanjutnya,0.3345,0.0,0.6806,0.3461
ID,gte-multilingual-base,1,cara mengatasi kemarahan,0.5664,0.6667,0.9125,0.3461
ID,gte-multilingual-base,3,apa penyebab penderitaan,0.4208,0.7797,0.7797,0.3589
ID,gte-multilingual-base,21,jenis jenis manusia,0.6406,0.9563,1.0,0.3594
ID,multilingual-e5-base,3,apa penyebab penderitaan,0.4208,0.6667,0.7945,0.3737
ID,multilingual-e5-base,29,jenis orang yang tak boleh ditahbiskan,0.5296,0.8688,1.0,0.4704
ID,gte-multilingual-base,29,jenis orang yang tak boleh ditahbiskan,0.1696,1.0,1.0,0.8304
