Korpus,Family,query_id,kueri,B,GPL,exp4,Δ(exp4-B)
ID,gte-multilingual-base,18,penyebab gempa bumi,0.9563,1.0,1.0,0.0437
ID,multilingual-e5-base,4,mengapa harus membalas budi orangtua,0.9026,0.8688,0.9513,0.0487
ID,gte-multilingual-base,16,harta yang paling bernilai,0.7945,0.9026,0.8638,0.0693
ID,gte-multilingual-base,17,kewajiban seorang umat awam,0.6015,0.6771,0.6729,0.0714
ID,gte-multilingual-base,27,jenis jenis karma buruk,0.4918,0.4187,0.6155,0.1237
ID,multilingual-e5-base,22,cara mengikis kotoran batin,0.5751,0.664,0.7074,0.1323
ID,multilingual-e5-base,27,jenis jenis karma buruk,0.3673,0.4849,0.5082,0.1409
ID,gte-multilingual-base,8,manfaat pelaksaan sila,0.149,0.4522,0.2901,0.1411
ID,gte-multilingual-base,9,jenis jenis kotoran batin,0.3086,0.5585,0.4499,0.1413
ID,gte-multilingual-base,23,penjelasan tentang pandangan terang,0.3743,0.5517,0.5609,0.1866
ID,multilingual-e5-base,26,bersatu di kehidupan selanjutnya,0.3526,0.0,0.5432,0.1906
ID,multilingual-e5-base,29,jenis orang yang tak boleh ditahbiskan,0.5296,0.8688,0.7227,0.1931
ID,multilingual-e5-base,16,harta yang paling bernilai,0.5615,0.9125,0.8573,0.2958
ID,multilingual-e5-base,3,apa penyebab penderitaan,0.44,0.6972,0.7717,0.3317
ID,gte-multilingual-base,21,jenis jenis manusia,0.6406,0.9563,1.0,0.3594
ID,gte-multilingual-base,3,apa penyebab penderitaan,0.44,0.8154,0.7999,0.3599
ID,gte-multilingual-base,29,jenis orang yang tak boleh ditahbiskan,0.1696,1.0,1.0,0.8304
