query_id,kueri,Model,Versi,Korpus,nDCG@5
4,mengapa harus membalas budi orangtua,bge-m3,B,ID,0.7174
6,apa itu kemurahan hati,bge-m3,B,ID,0.8124
7,penjelasan tentang perhatian murni,bge-m3,B,ID,0.856
8,manfaat pelaksaan sila,bge-m3,B,ID,0.5531
9,jenis jenis kotoran batin,bge-m3,B,ID,0.204
10,kriteria kesucian,bge-m3,B,ID,0.3439
11,siapa yang layak disebut sebagai brahmana,bge-m3,B,ID,0.524
12,kewajiban seorang bhikkhu,bge-m3,B,ID,0.5843
13,berbagai jenis pemberian,bge-m3,B,ID,0.8508
14,apa makna kekosongan,bge-m3,B,ID,0.7738
15,apa kualitas yang harus dimiliki oleh seorang penceramah,bge-m3,B,ID,0.8718
16,harta yang paling bernilai,bge-m3,B,ID,0.4879
17,kewajiban seorang umat awam,bge-m3,B,ID,0.5721
18,penyebab gempa bumi,bge-m3,B,ID,0.9499
19,jenis jenis kemelekatan,bge-m3,B,ID,0.7016
20,penggambaran terhadap keagungan buddha,bge-m3,B,ID,0.5832
21,jenis jenis manusia,bge-m3,B,ID,0.6072
22,cara mengikis kotoran batin,bge-m3,B,ID,0.5392
23,penjelasan tentang pandangan terang,bge-m3,B,ID,0.6165
24,apa yang terjadi pada saat pencapaian pencerahan,bge-m3,B,ID,0.9381
25,perasaan malu dan takut,bge-m3,B,ID,0.7387
26,bersatu di kehidupan selanjutnya,bge-m3,B,ID,0.1801
27,jenis jenis karma buruk,bge-m3,B,ID,0.7882
28,berbagai jenis perbuatan baik,bge-m3,B,ID,0.8933
29,jenis orang yang tak boleh ditahbiskan,bge-m3,B,ID,0.2686
30,apa itu proliferasi mental,bge-m3,B,ID,0.8938
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp4.3,ID,0.6384
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp4.3,ID,0.5296
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp4.3,ID,0.9043
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp4.3,ID,0.7429
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp4.3,ID,0.9757
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp4.3,ID,0.4409
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp4.3,ID,0.5624
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp4.3,ID,0.0713
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp4.3,ID,0.5368
10,kriteria kesucian,gpl-gte-multilingual-base,exp4.3,ID,0.1927
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp4.3,ID,1.0
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp4.3,ID,0.91
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp4.3,ID,0.9864
14,apa makna kekosongan,gpl-gte-multilingual-base,exp4.3,ID,0.7849
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp4.3,ID,0.6143
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp4.3,ID,0.752
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp4.3,ID,0.7299
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp4.3,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp4.3,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp4.3,ID,0.0296
21,jenis jenis manusia,gpl-gte-multilingual-base,exp4.3,ID,0.9435
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp4.3,ID,0.8151
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp4.3,ID,0.6539
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp4.3,ID,0.5273
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp4.3,ID,0.7628
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp4.3,ID,0.6539
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp4.3,ID,0.5331
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp4.3,ID,0.9216
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp4.3,ID,0.7508
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp4.3,ID,0.9559
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,GPL,ID,0.691
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,GPL,ID,0.0
3,apa penyebab penderitaan,gpl-gte-multilingual-base,GPL,ID,0.8899
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,GPL,ID,0.7557
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,GPL,ID,0.9361
6,apa itu kemurahan hati,gpl-gte-multilingual-base,GPL,ID,0.6728
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,GPL,ID,0.3822
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,GPL,ID,0.4522
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,GPL,ID,0.6917
10,kriteria kesucian,gpl-gte-multilingual-base,GPL,ID,0.1857
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,GPL,ID,0.2261
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,GPL,ID,0.8787
13,berbagai jenis pemberian,gpl-gte-multilingual-base,GPL,ID,0.8196
14,apa makna kekosongan,gpl-gte-multilingual-base,GPL,ID,0.6755
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,GPL,ID,0.758
16,harta yang paling bernilai,gpl-gte-multilingual-base,GPL,ID,0.9026
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,GPL,ID,0.7119
18,penyebab gempa bumi,gpl-gte-multilingual-base,GPL,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,GPL,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,GPL,ID,0.1843
21,jenis jenis manusia,gpl-gte-multilingual-base,GPL,ID,0.9781
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,GPL,ID,0.8405
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,GPL,ID,0.6637
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,GPL,ID,0.6902
25,perasaan malu dan takut,gpl-gte-multilingual-base,GPL,ID,0.8795
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,GPL,ID,0.4823
27,jenis jenis karma buruk,gpl-gte-multilingual-base,GPL,ID,0.4896
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,GPL,ID,0.8869
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,GPL,ID,0.3039
30,apa itu proliferasi mental,gpl-gte-multilingual-base,GPL,ID,0.9585
1,cara mengatasi kemarahan,gpl-multilingual-e5-base,exp4.3,ID,0.7653
2,cara mengatasi ngantuk,gpl-multilingual-e5-base,exp4.3,ID,0.9538
3,apa penyebab penderitaan,gpl-multilingual-e5-base,exp4.3,ID,0.8235
4,mengapa harus membalas budi orangtua,gpl-multilingual-e5-base,exp4.3,ID,0.9717
5,perumpamaan perumpamaan,gpl-multilingual-e5-base,exp4.3,ID,0.7227
6,apa itu kemurahan hati,gpl-multilingual-e5-base,exp4.3,ID,0.641
7,penjelasan tentang perhatian murni,gpl-multilingual-e5-base,exp4.3,ID,0.2023
8,manfaat pelaksaan sila,gpl-multilingual-e5-base,exp4.3,ID,0.5795
9,jenis jenis kotoran batin,gpl-multilingual-e5-base,exp4.3,ID,0.4215
10,kriteria kesucian,gpl-multilingual-e5-base,exp4.3,ID,0.3904
11,siapa yang layak disebut sebagai brahmana,gpl-multilingual-e5-base,exp4.3,ID,0.6138
12,kewajiban seorang bhikkhu,gpl-multilingual-e5-base,exp4.3,ID,0.9678
13,berbagai jenis pemberian,gpl-multilingual-e5-base,exp4.3,ID,0.8621
14,apa makna kekosongan,gpl-multilingual-e5-base,exp4.3,ID,0.6931
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-multilingual-e5-base,exp4.3,ID,0.6539
16,harta yang paling bernilai,gpl-multilingual-e5-base,exp4.3,ID,0.7443
17,kewajiban seorang umat awam,gpl-multilingual-e5-base,exp4.3,ID,0.9814
18,penyebab gempa bumi,gpl-multilingual-e5-base,exp4.3,ID,1.0
19,jenis jenis kemelekatan,gpl-multilingual-e5-base,exp4.3,ID,0.9781
20,penggambaran terhadap keagungan buddha,gpl-multilingual-e5-base,exp4.3,ID,0.7042
21,jenis jenis manusia,gpl-multilingual-e5-base,exp4.3,ID,0.7382
22,cara mengikis kotoran batin,gpl-multilingual-e5-base,exp4.3,ID,0.7403
23,penjelasan tentang pandangan terang,gpl-multilingual-e5-base,exp4.3,ID,0.6704
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-multilingual-e5-base,exp4.3,ID,0.6397
25,perasaan malu dan takut,gpl-multilingual-e5-base,exp4.3,ID,0.9152
26,bersatu di kehidupan selanjutnya,gpl-multilingual-e5-base,exp4.3,ID,0.9004
27,jenis jenis karma buruk,gpl-multilingual-e5-base,exp4.3,ID,0.8591
28,berbagai jenis perbuatan baik,gpl-multilingual-e5-base,exp4.3,ID,0.9781
29,jenis orang yang tak boleh ditahbiskan,gpl-multilingual-e5-base,exp4.3,ID,0.141
30,apa itu proliferasi mental,gpl-multilingual-e5-base,exp4.3,ID,0.9559
1,cara mengatasi kemarahan,gpl-multilingual-e5-base,GPL,ID,0.4535
2,cara mengatasi ngantuk,gpl-multilingual-e5-base,GPL,ID,1.0
3,apa penyebab penderitaan,gpl-multilingual-e5-base,GPL,ID,0.8333
4,mengapa harus membalas budi orangtua,gpl-multilingual-e5-base,GPL,ID,0.8907
5,perumpamaan perumpamaan,gpl-multilingual-e5-base,GPL,ID,0.6588
6,apa itu kemurahan hati,gpl-multilingual-e5-base,GPL,ID,0.6064
7,penjelasan tentang perhatian murni,gpl-multilingual-e5-base,GPL,ID,0.4609
8,manfaat pelaksaan sila,gpl-multilingual-e5-base,GPL,ID,0.4702
9,jenis jenis kotoran batin,gpl-multilingual-e5-base,GPL,ID,0.5181
10,kriteria kesucian,gpl-multilingual-e5-base,GPL,ID,0.1288
11,siapa yang layak disebut sebagai brahmana,gpl-multilingual-e5-base,GPL,ID,0.1448
12,kewajiban seorang bhikkhu,gpl-multilingual-e5-base,GPL,ID,0.7646
13,berbagai jenis pemberian,gpl-multilingual-e5-base,GPL,ID,0.6886
14,apa makna kekosongan,gpl-multilingual-e5-base,GPL,ID,0.0
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-multilingual-e5-base,GPL,ID,0.8249
16,harta yang paling bernilai,gpl-multilingual-e5-base,GPL,ID,0.9563
17,kewajiban seorang umat awam,gpl-multilingual-e5-base,GPL,ID,0.7715
18,penyebab gempa bumi,gpl-multilingual-e5-base,GPL,ID,1.0
19,jenis jenis kemelekatan,gpl-multilingual-e5-base,GPL,ID,0.8907
20,penggambaran terhadap keagungan buddha,gpl-multilingual-e5-base,GPL,ID,0.3609
21,jenis jenis manusia,gpl-multilingual-e5-base,GPL,ID,0.8304
22,cara mengikis kotoran batin,gpl-multilingual-e5-base,GPL,ID,0.6542
23,penjelasan tentang pandangan terang,gpl-multilingual-e5-base,GPL,ID,0.6722
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-multilingual-e5-base,GPL,ID,0.3495
25,perasaan malu dan takut,gpl-multilingual-e5-base,GPL,ID,0.7846
26,bersatu di kehidupan selanjutnya,gpl-multilingual-e5-base,GPL,ID,0.3602
27,jenis jenis karma buruk,gpl-multilingual-e5-base,GPL,ID,0.3603
28,berbagai jenis perbuatan baik,gpl-multilingual-e5-base,GPL,ID,0.763
29,jenis orang yang tak boleh ditahbiskan,gpl-multilingual-e5-base,GPL,ID,0.2334
30,apa itu proliferasi mental,gpl-multilingual-e5-base,GPL,ID,0.9111
1,cara mengatasi kemarahan,gte-multilingual-base,B,ID,0.5982
2,cara mengatasi ngantuk,gte-multilingual-base,B,ID,0.214
3,apa penyebab penderitaan,gte-multilingual-base,B,ID,0.7104
4,mengapa harus membalas budi orangtua,gte-multilingual-base,B,ID,0.8587
5,perumpamaan perumpamaan,gte-multilingual-base,B,ID,1.0
6,apa itu kemurahan hati,gte-multilingual-base,B,ID,0.4409
7,penjelasan tentang perhatian murni,gte-multilingual-base,B,ID,0.9425
8,manfaat pelaksaan sila,gte-multilingual-base,B,ID,0.1514
9,jenis jenis kotoran batin,gte-multilingual-base,B,ID,0.4642
10,kriteria kesucian,gte-multilingual-base,B,ID,0.2616
11,siapa yang layak disebut sebagai brahmana,gte-multilingual-base,B,ID,0.8164
12,kewajiban seorang bhikkhu,gte-multilingual-base,B,ID,0.9559
13,berbagai jenis pemberian,gte-multilingual-base,B,ID,0.9016
14,apa makna kekosongan,gte-multilingual-base,B,ID,0.8136
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gte-multilingual-base,B,ID,0.9409
16,harta yang paling bernilai,gte-multilingual-base,B,ID,0.8973
17,kewajiban seorang umat awam,gte-multilingual-base,B,ID,0.6148
18,penyebab gempa bumi,gte-multilingual-base,B,ID,0.9781
19,jenis jenis kemelekatan,gte-multilingual-base,B,ID,0.9781
20,penggambaran terhadap keagungan buddha,gte-multilingual-base,B,ID,0.2755
21,jenis jenis manusia,gte-multilingual-base,B,ID,0.7473
22,cara mengikis kotoran batin,gte-multilingual-base,B,ID,0.8003
23,penjelasan tentang pandangan terang,gte-multilingual-base,B,ID,0.333
24,apa yang terjadi pada saat pencapaian pencerahan,gte-multilingual-base,B,ID,0.6479
25,perasaan malu dan takut,gte-multilingual-base,B,ID,0.8591
26,bersatu di kehidupan selanjutnya,gte-multilingual-base,B,ID,0.7118
27,jenis jenis karma buruk,gte-multilingual-base,B,ID,0.7094
28,berbagai jenis perbuatan baik,gte-multilingual-base,B,ID,0.8663
29,jenis orang yang tak boleh ditahbiskan,gte-multilingual-base,B,ID,0.1367
30,apa itu proliferasi mental,gte-multilingual-base,B,ID,0.9704
1,cara mengatasi kemarahan,multilingual-e5-base,B,ID,0.8333
2,cara mengatasi ngantuk,multilingual-e5-base,B,ID,0.6893
3,apa penyebab penderitaan,multilingual-e5-base,B,ID,0.7104
4,mengapa harus membalas budi orangtua,multilingual-e5-base,B,ID,0.8783
5,perumpamaan perumpamaan,multilingual-e5-base,B,ID,0.9538
6,apa itu kemurahan hati,multilingual-e5-base,B,ID,0.5378
7,penjelasan tentang perhatian murni,multilingual-e5-base,B,ID,0.3552
8,manfaat pelaksaan sila,multilingual-e5-base,B,ID,0.5343
9,jenis jenis kotoran batin,multilingual-e5-base,B,ID,0.5724
10,kriteria kesucian,multilingual-e5-base,B,ID,0.2162
11,siapa yang layak disebut sebagai brahmana,multilingual-e5-base,B,ID,0.7094
12,kewajiban seorang bhikkhu,multilingual-e5-base,B,ID,0.8289
13,berbagai jenis pemberian,multilingual-e5-base,B,ID,0.845
14,apa makna kekosongan,multilingual-e5-base,B,ID,0.9611
15,apa kualitas yang harus dimiliki oleh seorang penceramah,multilingual-e5-base,B,ID,0.7809
16,harta yang paling bernilai,multilingual-e5-base,B,ID,0.7564
17,kewajiban seorang umat awam,multilingual-e5-base,B,ID,0.8227
18,penyebab gempa bumi,multilingual-e5-base,B,ID,1.0
19,jenis jenis kemelekatan,multilingual-e5-base,B,ID,0.9781
20,penggambaran terhadap keagungan buddha,multilingual-e5-base,B,ID,0.6022
21,jenis jenis manusia,multilingual-e5-base,B,ID,0.8333
22,cara mengikis kotoran batin,multilingual-e5-base,B,ID,0.648
23,penjelasan tentang pandangan terang,multilingual-e5-base,B,ID,0.8611
24,apa yang terjadi pada saat pencapaian pencerahan,multilingual-e5-base,B,ID,0.7219
25,perasaan malu dan takut,multilingual-e5-base,B,ID,0.9206
26,bersatu di kehidupan selanjutnya,multilingual-e5-base,B,ID,0.2064
27,jenis jenis karma buruk,multilingual-e5-base,B,ID,0.7105
28,berbagai jenis perbuatan baik,multilingual-e5-base,B,ID,0.9319
29,jenis orang yang tak boleh ditahbiskan,multilingual-e5-base,B,ID,0.3932
30,apa itu proliferasi mental,multilingual-e5-base,B,ID,0.9559
