Korpus,Family,query_id,kueri,B,GPL,exp5.4,Δ(exp5.4-B)
ID,gte-multilingual-base,3,apa penyebab penderitaan,1.0,1.0,0.9563,-0.0437
ID,multilingual-e5-base,28,berbagai jenis perbuatan baik,1.0,0.8304,0.9563,-0.0437
ID,gte-multilingual-base,25,perasaan malu dan takut,1.0,1.0,0.9563,-0.0437
ID,multilingual-e5-base,11,siapa yang layak disebut sebagai brahmana,0.8721,0.0,0.851,-0.0211
ID,multilingual-e5-base,22,cara mengikis kotoran batin,0.7075,0.6462,0.692,-0.0155
ID,multilingual-e5-base,23,penjelasan tentang pandangan terang,0.8997,0.7104,0.8849,-0.0148
ID,multilingual-e5-base,5,perumpamaan perumpamaan,1.0,0.7227,1.0,0.0
ID,multilingual-e5-base,14,apa makna kekosongan,1.0,0.0,1.0,0.0
ID,gte-multilingual-base,18,penyebab gempa bumi,1.0,1.0,1.0,0.0
ID,gte-multilingual-base,12,kewajiban seorang bhikkhu,1.0,0.8688,1.0,0.0
ID,gte-multilingual-base,5,perumpamaan perumpamaan,1.0,1.0,1.0,0.0
ID,gte-multilingual-base,19,jenis jenis kemelekatan,1.0,1.0,1.0,0.0
ID,multilingual-e5-base,16,harta yang paling bernilai,0.9513,1.0,0.9513,0.0
ID,multilingual-e5-base,19,jenis jenis kemelekatan,1.0,0.9125,1.0,0.0
ID,multilingual-e5-base,30,apa itu proliferasi mental,1.0,1.0,1.0,0.0
ID,multilingual-e5-base,18,penyebab gempa bumi,1.0,1.0,1.0,0.0
ID,gte-multilingual-base,11,siapa yang layak disebut sebagai brahmana,0.8869,0.1696,0.8997,0.0128
ID,gte-multilingual-base,21,jenis jenis manusia,0.8539,1.0,0.8948,0.0409
ID,gte-multilingual-base,6,apa itu kemurahan hati,0.3926,0.6403,0.4432,0.0506
ID,multilingual-e5-base,8,manfaat pelaksaan sila,0.4704,0.4959,0.524,0.0536
ID,gte-multilingual-base,14,apa makna kekosongan,0.8688,0.8688,0.9287,0.0599
ID,gte-multilingual-base,28,berbagai jenis perbuatan baik,0.8688,1.0,0.9563,0.0875
ID,multilingual-e5-base,4,mengapa harus membalas budi orangtua,0.8539,0.9125,0.9513,0.0974
ID,gte-multilingual-base,17,kewajiban seorang umat awam,0.6608,0.7817,0.7719,0.1111
ID,multilingual-e5-base,26,bersatu di kehidupan selanjutnya,0.0974,0.6667,0.2335,0.1361
ID,gte-multilingual-base,4,mengapa harus membalas budi orangtua,0.8304,0.7557,1.0,0.1696
ID,multilingual-e5-base,12,kewajiban seorang bhikkhu,0.8304,0.786,1.0,0.1696
ID,gte-multilingual-base,9,jenis jenis kotoran batin,0.5763,0.7748,0.7797,0.2034
ID,gte-multilingual-base,1,cara mengatasi kemarahan,0.6299,0.7154,0.8589,0.229
ID,multilingual-e5-base,9,jenis jenis kotoran batin,0.5635,0.5812,0.8721,0.3086
ID,multilingual-e5-base,2,cara mengatasi ngantuk,0.6893,1.0,1.0,0.3107
ID,gte-multilingual-base,20,penggambaran terhadap keagungan buddha,0.1131,0.1411,0.4258,0.3127
ID,gte-multilingual-base,29,jenis orang yang tak boleh ditahbiskan,0.1246,0.0482,0.4473,0.3227
ID,multilingual-e5-base,6,apa itu kemurahan hati,0.4432,0.5445,0.807,0.3638
ID,gte-multilingual-base,2,cara mengatasi ngantuk,0.214,0.0,0.5949,0.3809
ID,multilingual-e5-base,7,penjelasan tentang perhatian murni,0.3156,0.4753,0.7084,0.3928
ID,multilingual-e5-base,10,kriteria kesucian,0.1461,0.1461,0.5531,0.407
ID,gte-multilingual-base,23,penjelasan tentang pandangan terang,0.2979,0.7591,0.7945,0.4966
ID,gte-multilingual-base,8,manfaat pelaksaan sila,0.1539,0.4522,0.7006,0.5467
ID,gte-multilingual-base,10,kriteria kesucian,0.0,0.1461,0.6377,0.6377
