query_id,kueri,Model,Versi,Korpus,nDCG@5
4,mengapa harus membalas budi orangtua,bge-m3,B,ID,0.7174
6,apa itu kemurahan hati,bge-m3,B,ID,0.8361
7,penjelasan tentang perhatian murni,bge-m3,B,ID,0.856
8,manfaat pelaksaan sila,bge-m3,B,ID,0.5531
9,jenis jenis kotoran batin,bge-m3,B,ID,0.204
10,kriteria kesucian,bge-m3,B,ID,0.3439
11,siapa yang layak disebut sebagai brahmana,bge-m3,B,ID,0.524
12,kewajiban seorang bhikkhu,bge-m3,B,ID,0.5843
13,berbagai jenis pemberian,bge-m3,B,ID,0.9437
14,apa makna kekosongan,bge-m3,B,ID,0.7738
15,apa kualitas yang harus dimiliki oleh seorang penceramah,bge-m3,B,ID,0.8718
16,harta yang paling bernilai,bge-m3,B,ID,0.4879
17,kewajiban seorang umat awam,bge-m3,B,ID,0.5896
18,penyebab gempa bumi,bge-m3,B,ID,0.9499
19,jenis jenis kemelekatan,bge-m3,B,ID,0.7016
20,penggambaran terhadap keagungan buddha,bge-m3,B,ID,0.6011
21,jenis jenis manusia,bge-m3,B,ID,0.6072
22,cara mengikis kotoran batin,bge-m3,B,ID,0.5392
23,penjelasan tentang pandangan terang,bge-m3,B,ID,0.2849
24,apa yang terjadi pada saat pencapaian pencerahan,bge-m3,B,ID,0.9602
25,perasaan malu dan takut,bge-m3,B,ID,0.6523
26,bersatu di kehidupan selanjutnya,bge-m3,B,ID,0.1958
27,jenis jenis karma buruk,bge-m3,B,ID,0.7647
28,berbagai jenis perbuatan baik,bge-m3,B,ID,0.8933
29,jenis orang yang tak boleh ditahbiskan,bge-m3,B,ID,0.289
30,apa itu proliferasi mental,bge-m3,B,ID,0.8479
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp1,ID,0.691
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp1,ID,0.0
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp1,ID,0.933
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp1,ID,0.7776
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp1,ID,0.9152
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp1,ID,0.6925
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp1,ID,0.4658
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp1,ID,0.3392
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp1,ID,0.5267
10,kriteria kesucian,gpl-gte-multilingual-base,exp1,ID,0.179
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp1,ID,0.1091
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp1,ID,0.7601
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp1,ID,0.9272
14,apa makna kekosongan,gpl-gte-multilingual-base,exp1,ID,0.6755
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp1,ID,0.6778
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp1,ID,0.8432
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp1,ID,0.6864
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp1,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp1,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp1,ID,0.1984
21,jenis jenis manusia,gpl-gte-multilingual-base,exp1,ID,1.0
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp1,ID,0.7695
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp1,ID,0.2849
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp1,ID,0.1788
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp1,ID,0.7622
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp1,ID,0.0664
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp1,ID,0.5916
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp1,ID,0.7277
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp1,ID,0.289
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp1,ID,0.713
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,GPL,ID,0.691
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,GPL,ID,0.0
3,apa penyebab penderitaan,gpl-gte-multilingual-base,GPL,ID,0.933
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,GPL,ID,0.7557
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,GPL,ID,0.9361
6,apa itu kemurahan hati,gpl-gte-multilingual-base,GPL,ID,0.6925
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,GPL,ID,0.3822
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,GPL,ID,0.4522
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,GPL,ID,0.6917
10,kriteria kesucian,gpl-gte-multilingual-base,GPL,ID,0.1857
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,GPL,ID,0.2261
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,GPL,ID,0.8787
13,berbagai jenis pemberian,gpl-gte-multilingual-base,GPL,ID,0.9091
14,apa makna kekosongan,gpl-gte-multilingual-base,GPL,ID,0.6755
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,GPL,ID,0.758
16,harta yang paling bernilai,gpl-gte-multilingual-base,GPL,ID,0.9026
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,GPL,ID,0.7336
18,penyebab gempa bumi,gpl-gte-multilingual-base,GPL,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,GPL,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,GPL,ID,0.1899
21,jenis jenis manusia,gpl-gte-multilingual-base,GPL,ID,0.9781
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,GPL,ID,0.8405
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,GPL,ID,0.2849
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,GPL,ID,0.3041
25,perasaan malu dan takut,gpl-gte-multilingual-base,GPL,ID,0.7622
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,GPL,ID,0.1178
27,jenis jenis karma buruk,gpl-gte-multilingual-base,GPL,ID,0.3893
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,GPL,ID,0.7456
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,GPL,ID,0.289
30,apa itu proliferasi mental,gpl-gte-multilingual-base,GPL,ID,0.8244
1,cara mengatasi kemarahan,gpl-multilingual-e5-base,exp1,ID,0.503
2,cara mengatasi ngantuk,gpl-multilingual-e5-base,exp1,ID,1.0
3,apa penyebab penderitaan,gpl-multilingual-e5-base,exp1,ID,0.8144
4,mengapa harus membalas budi orangtua,gpl-multilingual-e5-base,exp1,ID,0.7689
5,perumpamaan perumpamaan,gpl-multilingual-e5-base,exp1,ID,0.6851
6,apa itu kemurahan hati,gpl-multilingual-e5-base,exp1,ID,0.667
7,penjelasan tentang perhatian murni,gpl-multilingual-e5-base,exp1,ID,0.4503
8,manfaat pelaksaan sila,gpl-multilingual-e5-base,exp1,ID,0.3674
9,jenis jenis kotoran batin,gpl-multilingual-e5-base,exp1,ID,0.5592
10,kriteria kesucian,gpl-multilingual-e5-base,exp1,ID,0.2877
11,siapa yang layak disebut sebagai brahmana,gpl-multilingual-e5-base,exp1,ID,0.276
12,kewajiban seorang bhikkhu,gpl-multilingual-e5-base,exp1,ID,0.7109
13,berbagai jenis pemberian,gpl-multilingual-e5-base,exp1,ID,0.8959
14,apa makna kekosongan,gpl-multilingual-e5-base,exp1,ID,0.2077
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-multilingual-e5-base,exp1,ID,0.6461
16,harta yang paling bernilai,gpl-multilingual-e5-base,exp1,ID,0.9563
17,kewajiban seorang umat awam,gpl-multilingual-e5-base,exp1,ID,0.6599
18,penyebab gempa bumi,gpl-multilingual-e5-base,exp1,ID,1.0
19,jenis jenis kemelekatan,gpl-multilingual-e5-base,exp1,ID,0.8783
20,penggambaran terhadap keagungan buddha,gpl-multilingual-e5-base,exp1,ID,0.6601
21,jenis jenis manusia,gpl-multilingual-e5-base,exp1,ID,1.0
22,cara mengikis kotoran batin,gpl-multilingual-e5-base,exp1,ID,0.7338
23,penjelasan tentang pandangan terang,gpl-multilingual-e5-base,exp1,ID,0.4124
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-multilingual-e5-base,exp1,ID,0.1788
25,perasaan malu dan takut,gpl-multilingual-e5-base,exp1,ID,0.6223
26,bersatu di kehidupan selanjutnya,gpl-multilingual-e5-base,exp1,ID,0.0
27,jenis jenis karma buruk,gpl-multilingual-e5-base,exp1,ID,0.6679
28,berbagai jenis perbuatan baik,gpl-multilingual-e5-base,exp1,ID,0.7098
29,jenis orang yang tak boleh ditahbiskan,gpl-multilingual-e5-base,exp1,ID,0.289
30,apa itu proliferasi mental,gpl-multilingual-e5-base,exp1,ID,0.7052
1,cara mengatasi kemarahan,gpl-multilingual-e5-base,GPL,ID,0.4535
2,cara mengatasi ngantuk,gpl-multilingual-e5-base,GPL,ID,1.0
3,apa penyebab penderitaan,gpl-multilingual-e5-base,GPL,ID,0.8737
4,mengapa harus membalas budi orangtua,gpl-multilingual-e5-base,GPL,ID,0.8907
5,perumpamaan perumpamaan,gpl-multilingual-e5-base,GPL,ID,0.6588
6,apa itu kemurahan hati,gpl-multilingual-e5-base,GPL,ID,0.6242
7,penjelasan tentang perhatian murni,gpl-multilingual-e5-base,GPL,ID,0.4609
8,manfaat pelaksaan sila,gpl-multilingual-e5-base,GPL,ID,0.4702
9,jenis jenis kotoran batin,gpl-multilingual-e5-base,GPL,ID,0.5181
10,kriteria kesucian,gpl-multilingual-e5-base,GPL,ID,0.1288
11,siapa yang layak disebut sebagai brahmana,gpl-multilingual-e5-base,GPL,ID,0.1448
12,kewajiban seorang bhikkhu,gpl-multilingual-e5-base,GPL,ID,0.7646
13,berbagai jenis pemberian,gpl-multilingual-e5-base,GPL,ID,0.7637
14,apa makna kekosongan,gpl-multilingual-e5-base,GPL,ID,0.0
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-multilingual-e5-base,GPL,ID,0.8249
16,harta yang paling bernilai,gpl-multilingual-e5-base,GPL,ID,0.9563
17,kewajiban seorang umat awam,gpl-multilingual-e5-base,GPL,ID,0.7951
18,penyebab gempa bumi,gpl-multilingual-e5-base,GPL,ID,1.0
19,jenis jenis kemelekatan,gpl-multilingual-e5-base,GPL,ID,0.8907
20,penggambaran terhadap keagungan buddha,gpl-multilingual-e5-base,GPL,ID,0.3719
21,jenis jenis manusia,gpl-multilingual-e5-base,GPL,ID,0.8304
22,cara mengikis kotoran batin,gpl-multilingual-e5-base,GPL,ID,0.6542
23,penjelasan tentang pandangan terang,gpl-multilingual-e5-base,GPL,ID,0.4928
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-multilingual-e5-base,GPL,ID,0.263
25,perasaan malu dan takut,gpl-multilingual-e5-base,GPL,ID,0.6223
26,bersatu di kehidupan selanjutnya,gpl-multilingual-e5-base,GPL,ID,0.1086
27,jenis jenis karma buruk,gpl-multilingual-e5-base,GPL,ID,0.4475
28,berbagai jenis perbuatan baik,gpl-multilingual-e5-base,GPL,ID,0.7199
29,jenis orang yang tak boleh ditahbiskan,gpl-multilingual-e5-base,GPL,ID,0.2511
30,apa itu proliferasi mental,gpl-multilingual-e5-base,GPL,ID,0.6823
1,cara mengatasi kemarahan,gte-multilingual-base,B,ID,0.5982
2,cara mengatasi ngantuk,gte-multilingual-base,B,ID,0.214
3,apa penyebab penderitaan,gte-multilingual-base,B,ID,0.7448
4,mengapa harus membalas budi orangtua,gte-multilingual-base,B,ID,0.8587
5,perumpamaan perumpamaan,gte-multilingual-base,B,ID,1.0
6,apa itu kemurahan hati,gte-multilingual-base,B,ID,0.4538
7,penjelasan tentang perhatian murni,gte-multilingual-base,B,ID,0.9425
8,manfaat pelaksaan sila,gte-multilingual-base,B,ID,0.1514
9,jenis jenis kotoran batin,gte-multilingual-base,B,ID,0.4642
10,kriteria kesucian,gte-multilingual-base,B,ID,0.2616
11,siapa yang layak disebut sebagai brahmana,gte-multilingual-base,B,ID,0.8164
12,kewajiban seorang bhikkhu,gte-multilingual-base,B,ID,0.9559
13,berbagai jenis pemberian,gte-multilingual-base,B,ID,1.0
14,apa makna kekosongan,gte-multilingual-base,B,ID,0.8136
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gte-multilingual-base,B,ID,0.9409
16,harta yang paling bernilai,gte-multilingual-base,B,ID,0.8973
17,kewajiban seorang umat awam,gte-multilingual-base,B,ID,0.6335
18,penyebab gempa bumi,gte-multilingual-base,B,ID,0.9781
19,jenis jenis kemelekatan,gte-multilingual-base,B,ID,0.9781
20,penggambaran terhadap keagungan buddha,gte-multilingual-base,B,ID,0.2839
21,jenis jenis manusia,gte-multilingual-base,B,ID,0.7473
22,cara mengikis kotoran batin,gte-multilingual-base,B,ID,0.8003
23,penjelasan tentang pandangan terang,gte-multilingual-base,B,ID,0.2647
24,apa yang terjadi pada saat pencapaian pencerahan,gte-multilingual-base,B,ID,0.5927
25,perasaan malu dan takut,gte-multilingual-base,B,ID,0.8512
26,bersatu di kehidupan selanjutnya,gte-multilingual-base,B,ID,0.6484
27,jenis jenis karma buruk,gte-multilingual-base,B,ID,0.5873
28,berbagai jenis perbuatan baik,gte-multilingual-base,B,ID,0.8882
29,jenis orang yang tak boleh ditahbiskan,gte-multilingual-base,B,ID,0.147
30,apa itu proliferasi mental,gte-multilingual-base,B,ID,0.8735
1,cara mengatasi kemarahan,multilingual-e5-base,B,ID,0.8333
2,cara mengatasi ngantuk,multilingual-e5-base,B,ID,0.6893
3,apa penyebab penderitaan,multilingual-e5-base,B,ID,0.7448
4,mengapa harus membalas budi orangtua,multilingual-e5-base,B,ID,0.8783
5,perumpamaan perumpamaan,multilingual-e5-base,B,ID,0.9538
6,apa itu kemurahan hati,multilingual-e5-base,B,ID,0.5535
7,penjelasan tentang perhatian murni,multilingual-e5-base,B,ID,0.3552
8,manfaat pelaksaan sila,multilingual-e5-base,B,ID,0.5343
9,jenis jenis kotoran batin,multilingual-e5-base,B,ID,0.5724
10,kriteria kesucian,multilingual-e5-base,B,ID,0.2162
11,siapa yang layak disebut sebagai brahmana,multilingual-e5-base,B,ID,0.7094
12,kewajiban seorang bhikkhu,multilingual-e5-base,B,ID,0.8289
13,berbagai jenis pemberian,multilingual-e5-base,B,ID,0.9373
14,apa makna kekosongan,multilingual-e5-base,B,ID,0.9611
15,apa kualitas yang harus dimiliki oleh seorang penceramah,multilingual-e5-base,B,ID,0.7809
16,harta yang paling bernilai,multilingual-e5-base,B,ID,0.7564
17,kewajiban seorang umat awam,multilingual-e5-base,B,ID,0.8478
18,penyebab gempa bumi,multilingual-e5-base,B,ID,1.0
19,jenis jenis kemelekatan,multilingual-e5-base,B,ID,0.9781
20,penggambaran terhadap keagungan buddha,multilingual-e5-base,B,ID,0.6206
21,jenis jenis manusia,multilingual-e5-base,B,ID,0.8333
22,cara mengikis kotoran batin,multilingual-e5-base,B,ID,0.648
23,penjelasan tentang pandangan terang,multilingual-e5-base,B,ID,0.7002
24,apa yang terjadi pada saat pencapaian pencerahan,multilingual-e5-base,B,ID,0.7388
25,perasaan malu dan takut,multilingual-e5-base,B,ID,0.8565
26,bersatu di kehidupan selanjutnya,multilingual-e5-base,B,ID,0.2244
27,jenis jenis karma buruk,multilingual-e5-base,B,ID,0.6597
28,berbagai jenis perbuatan baik,multilingual-e5-base,B,ID,0.9319
29,jenis orang yang tak boleh ditahbiskan,multilingual-e5-base,B,ID,0.423
30,apa itu proliferasi mental,multilingual-e5-base,B,ID,0.8301
