Korpus,Family,query_id,kueri,B,GPL,exp1,Δ(exp1-B)
ID,multilingual-e5-base,3,apa penyebab penderitaan,0.7448,0.8737,0.8144,0.0696
ID,multilingual-e5-base,10,kriteria kesucian,0.2162,0.1288,0.2877,0.0715
ID,multilingual-e5-base,22,cara mengikis kotoran batin,0.648,0.6542,0.7338,0.0858
ID,gte-multilingual-base,1,cara mengatasi kemarahan,0.5982,0.691,0.691,0.0928
ID,multilingual-e5-base,7,penjelasan tentang perhatian murni,0.3552,0.4609,0.4503,0.0951
ID,multilingual-e5-base,6,apa itu kemurahan hati,0.5535,0.6242,0.667,0.1135
ID,gte-multilingual-base,29,jenis orang yang tak boleh ditahbiskan,0.147,0.289,0.289,0.142
ID,multilingual-e5-base,21,jenis jenis manusia,0.8333,0.8304,1.0,0.1667
ID,gte-multilingual-base,8,manfaat pelaksaan sila,0.1514,0.4522,0.3392,0.1878
ID,gte-multilingual-base,3,apa penyebab penderitaan,0.7448,0.933,0.933,0.1882
ID,multilingual-e5-base,16,harta yang paling bernilai,0.7564,0.9563,0.9563,0.1999
ID,gte-multilingual-base,6,apa itu kemurahan hati,0.4538,0.6925,0.6925,0.2387
ID,gte-multilingual-base,21,jenis jenis manusia,0.7473,0.9781,1.0,0.2527
ID,multilingual-e5-base,2,cara mengatasi ngantuk,0.6893,1.0,1.0,0.3107
