query_id,kueri,Model,Versi,Korpus,nDCG@5
12,kewajiban seorang bhikkhu,bge-m3,B,ID,0.5531
13,berbagai jenis pemberian,bge-m3,B,ID,0.5784
14,apa makna kekosongan,bge-m3,B,ID,1.0
15,apa kualitas yang harus dimiliki oleh seorang penceramah,bge-m3,B,ID,1.0
16,harta yang paling bernilai,bge-m3,B,ID,0.5599
17,kewajiban seorang umat awam,bge-m3,B,ID,0.6548
18,penyebab gempa bumi,bge-m3,B,ID,1.0
19,jenis jenis kemelekatan,bge-m3,B,ID,0.8156
20,penggambaran terhadap keagungan buddha,bge-m3,B,ID,0.6308
21,jenis jenis manusia,bge-m3,B,ID,0.7739
22,cara mengikis kotoran batin,bge-m3,B,ID,0.4818
23,penjelasan tentang pandangan terang,bge-m3,B,ID,0.7591
24,apa yang terjadi pada saat pencapaian pencerahan,bge-m3,B,ID,1.0
25,perasaan malu dan takut,bge-m3,B,ID,0.9435
26,bersatu di kehidupan selanjutnya,bge-m3,B,ID,0.0
27,jenis jenis karma buruk,bge-m3,B,ID,0.8869
28,berbagai jenis perbuatan baik,bge-m3,B,ID,0.9435
29,jenis orang yang tak boleh ditahbiskan,bge-m3,B,ID,0.0
30,apa itu proliferasi mental,bge-m3,B,ID,0.9026
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp1,ID,0.7154
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp1,ID,0.0
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp1,ID,1.0
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp1,ID,0.7995
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp1,ID,1.0
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp1,ID,0.6095
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp1,ID,0.4542
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp1,ID,0.3392
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp1,ID,0.738
10,kriteria kesucian,gpl-gte-multilingual-base,exp1,ID,0.1696
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp1,ID,0.0
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp1,ID,0.6992
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp1,ID,0.5784
14,apa makna kekosongan,gpl-gte-multilingual-base,exp1,ID,0.8688
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp1,ID,0.76
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp1,ID,0.8432
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp1,ID,0.6943
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp1,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp1,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp1,ID,0.2104
21,jenis jenis manusia,gpl-gte-multilingual-base,exp1,ID,1.0
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp1,ID,0.6923
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp1,ID,0.7591
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp1,ID,0.7699
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp1,ID,1.0
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp1,ID,0.6923
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp1,ID,0.4704
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp1,ID,1.0
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp1,ID,0.1246
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp1,ID,1.0
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp2,ID,0.7281
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp2,ID,0.5296
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp2,ID,0.9513
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp2,ID,0.7557
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp2,ID,0.9026
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp2,ID,0.3737
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp2,ID,0.3392
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp2,ID,0.3392
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp2,ID,0.6097
10,kriteria kesucian,gpl-gte-multilingual-base,exp2,ID,0.2739
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp2,ID,0.4199
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp2,ID,0.3452
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp2,ID,0.7157
14,apa makna kekosongan,gpl-gte-multilingual-base,exp2,ID,0.2025
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp2,ID,0.6391
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp2,ID,0.5586
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp2,ID,0.2026
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp2,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp2,ID,0.8688
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp2,ID,0.2916
21,jenis jenis manusia,gpl-gte-multilingual-base,exp2,ID,1.0
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp2,ID,0.7508
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp2,ID,0.5119
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp2,ID,0.2005
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp2,ID,0.9513
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp2,ID,0.851
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp2,ID,0.5087
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp2,ID,0.8539
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp2,ID,0.0
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp2,ID,0.8869
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp3,ID,0.5536
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp3,ID,0.7227
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp3,ID,0.8573
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp3,ID,0.7409
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp3,ID,0.8869
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp3,ID,0.3737
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp3,ID,0.1427
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp3,ID,0.4105
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp3,ID,0.6449
10,kriteria kesucian,gpl-gte-multilingual-base,exp3,ID,0.2739
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp3,ID,0.738
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp3,ID,0.8304
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp3,ID,0.822
14,apa makna kekosongan,gpl-gte-multilingual-base,exp3,ID,0.6864
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp3,ID,0.2929
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp3,ID,0.7302
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp3,ID,0.6131
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp3,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp3,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp3,ID,0.2335
21,jenis jenis manusia,gpl-gte-multilingual-base,exp3,ID,1.0
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp3,ID,0.616
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp3,ID,0.8024
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp3,ID,0.6675
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp3,ID,0.6539
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp3,ID,0.851
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp3,ID,0.4704
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp3,ID,1.0
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp3,ID,0.2032
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp3,ID,1.0
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp4,ID,0.736
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp4,ID,0.1427
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp4,ID,1.0
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp4,ID,0.6534
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp4,ID,1.0
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp4,ID,0.3737
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp4,ID,0.5087
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp4,ID,0.2901
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp4,ID,0.6386
10,kriteria kesucian,gpl-gte-multilingual-base,exp4,ID,0.0487
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp4,ID,0.6061
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp4,ID,1.0
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp4,ID,0.5784
14,apa makna kekosongan,gpl-gte-multilingual-base,exp4,ID,1.0
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp4,ID,0.7261
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp4,ID,0.9125
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp4,ID,0.786
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp4,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp4,ID,0.9563
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp4,ID,0.149
21,jenis jenis manusia,gpl-gte-multilingual-base,exp4,ID,0.9563
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp4,ID,0.6844
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp4,ID,0.7669
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp4,ID,0.3333
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp4,ID,1.0
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp4,ID,0.7006
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp4,ID,0.7867
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp4,ID,1.0
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp4,ID,0.4523
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp4,ID,1.0
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp4.1,ID,0.7797
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp4.1,ID,0.0
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp4.1,ID,1.0
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp4.1,ID,0.6018
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp4.1,ID,0.9435
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp4.1,ID,0.3737
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp4.1,ID,0.467
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp4.1,ID,0.2999
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp4.1,ID,0.5949
10,kriteria kesucian,gpl-gte-multilingual-base,exp4.1,ID,0.0437
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp4.1,ID,0.8304
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp4.1,ID,1.0
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp4.1,ID,0.5784
14,apa makna kekosongan,gpl-gte-multilingual-base,exp4.1,ID,0.6427
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp4.1,ID,0.476
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp4.1,ID,0.9026
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp4.1,ID,0.6608
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp4.1,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp4.1,ID,0.9563
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp4.1,ID,0.0924
21,jenis jenis manusia,gpl-gte-multilingual-base,exp4.1,ID,1.0
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp4.1,ID,0.7227
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp4.1,ID,0.6357
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp4.1,ID,0.476
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp4.1,ID,1.0
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp4.1,ID,0.644
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp4.1,ID,0.6548
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp4.1,ID,1.0
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp4.1,ID,0.4219
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp4.1,ID,1.0
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp4.2,ID,0.5933
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp4.2,ID,0.7227
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp4.2,ID,1.0
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp4.2,ID,0.7665
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp4.2,ID,1.0
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp4.2,ID,0.3737
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp4.2,ID,0.2183
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp4.2,ID,0.5269
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp4.2,ID,0.5531
10,kriteria kesucian,gpl-gte-multilingual-base,exp4.2,ID,0.3392
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp4.2,ID,0.9125
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp4.2,ID,0.9435
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp4.2,ID,0.5784
14,apa makna kekosongan,gpl-gte-multilingual-base,exp4.2,ID,0.7739
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp4.2,ID,0.6568
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp4.2,ID,0.7252
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp4.2,ID,0.3869
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp4.2,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp4.2,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp4.2,ID,0.1765
21,jenis jenis manusia,gpl-gte-multilingual-base,exp4.2,ID,1.0
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp4.2,ID,0.8432
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp4.2,ID,0.7669
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp4.2,ID,0.476
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp4.2,ID,0.9026
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp4.2,ID,0.7149
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp4.2,ID,0.5087
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp4.2,ID,1.0
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp4.2,ID,0.3737
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp4.2,ID,0.9513
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp4.3,ID,0.6667
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp4.3,ID,0.5296
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp4.3,ID,1.0
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp4.3,ID,0.7429
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp4.3,ID,1.0
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp4.3,ID,0.3737
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp4.3,ID,0.5087
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp4.3,ID,0.0713
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp4.3,ID,0.6687
10,kriteria kesucian,gpl-gte-multilingual-base,exp4.3,ID,0.214
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp4.3,ID,1.0
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp4.3,ID,0.9563
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp4.3,ID,0.7312
14,apa makna kekosongan,gpl-gte-multilingual-base,exp4.3,ID,0.7302
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp4.3,ID,0.6469
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp4.3,ID,0.7739
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp4.3,ID,0.8102
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp4.3,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp4.3,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp4.3,ID,0.0
21,jenis jenis manusia,gpl-gte-multilingual-base,exp4.3,ID,1.0
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp4.3,ID,0.7714
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp4.3,ID,0.7719
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp4.3,ID,0.6725
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp4.3,ID,0.8461
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp4.3,ID,0.8461
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp4.3,ID,0.4273
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp4.3,ID,1.0
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp4.3,ID,0.6592
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp4.3,ID,0.9435
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp5.0,ID,0.7714
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp5.0,ID,0.0
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp5.0,ID,1.0
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp5.0,ID,0.9563
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp5.0,ID,1.0
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp5.0,ID,0.6095
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp5.0,ID,0.5235
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp5.0,ID,0.6774
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp5.0,ID,0.7389
10,kriteria kesucian,gpl-gte-multilingual-base,exp5.0,ID,0.4582
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp5.0,ID,1.0
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp5.0,ID,1.0
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp5.0,ID,0.4468
14,apa makna kekosongan,gpl-gte-multilingual-base,exp5.0,ID,1.0
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp5.0,ID,0.6534
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp5.0,ID,0.8688
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp5.0,ID,0.7896
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp5.0,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp5.0,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp5.0,ID,0.3284
21,jenis jenis manusia,gpl-gte-multilingual-base,exp5.0,ID,1.0
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp5.0,ID,0.6873
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp5.0,ID,0.7174
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp5.0,ID,0.6725
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp5.0,ID,1.0
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp5.0,ID,0.5821
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp5.0,ID,0.2203
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp5.0,ID,1.0
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp5.0,ID,0.0
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp5.0,ID,0.9513
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp5.1,ID,0.9076
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp5.1,ID,0.0
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp5.1,ID,0.9563
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp5.1,ID,0.9125
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp5.1,ID,1.0
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp5.1,ID,0.7059
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp5.1,ID,0.5673
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp5.1,ID,0.616
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp5.1,ID,0.7797
10,kriteria kesucian,gpl-gte-multilingual-base,exp5.1,ID,0.5325
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp5.1,ID,0.8073
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp5.1,ID,0.9563
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp5.1,ID,0.4468
14,apa makna kekosongan,gpl-gte-multilingual-base,exp5.1,ID,1.0
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp5.1,ID,0.7817
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp5.1,ID,0.9076
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp5.1,ID,0.7945
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp5.1,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp5.1,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp5.1,ID,0.6667
21,jenis jenis manusia,gpl-gte-multilingual-base,exp5.1,ID,0.9287
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp5.1,ID,0.6873
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp5.1,ID,0.8008
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp5.1,ID,0.6725
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp5.1,ID,0.88
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp5.1,ID,0.6795
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp5.1,ID,0.3919
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp5.1,ID,1.0
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp5.1,ID,0.2973
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp5.1,ID,0.9513
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp5.2,ID,0.7719
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp5.2,ID,0.9563
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp5.2,ID,0.9563
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp5.2,ID,1.0
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp5.2,ID,1.0
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp5.2,ID,0.8132
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp5.2,ID,0.7797
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp5.2,ID,0.6647
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp5.2,ID,0.7719
10,kriteria kesucian,gpl-gte-multilingual-base,exp5.2,ID,0.4612
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp5.2,ID,0.9076
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp5.2,ID,0.8688
