query_id,kueri,Model,Versi,Korpus,nDCG@5
4,mengapa harus membalas budi orangtua,bge-m3,B,ID,0.7174
6,apa itu kemurahan hati,bge-m3,B,ID,0.8124
7,penjelasan tentang perhatian murni,bge-m3,B,ID,0.856
8,manfaat pelaksaan sila,bge-m3,B,ID,0.5531
9,jenis jenis kotoran batin,bge-m3,B,ID,0.204
10,kriteria kesucian,bge-m3,B,ID,0.3439
11,siapa yang layak disebut sebagai brahmana,bge-m3,B,ID,0.524
12,kewajiban seorang bhikkhu,bge-m3,B,ID,0.5698
13,berbagai jenis pemberian,bge-m3,B,ID,0.8053
14,apa makna kekosongan,bge-m3,B,ID,0.7636
15,apa kualitas yang harus dimiliki oleh seorang penceramah,bge-m3,B,ID,0.8718
16,harta yang paling bernilai,bge-m3,B,ID,0.4879
17,kewajiban seorang umat awam,bge-m3,B,ID,0.5896
18,penyebab gempa bumi,bge-m3,B,ID,0.9499
19,jenis jenis kemelekatan,bge-m3,B,ID,0.7016
20,penggambaran terhadap keagungan buddha,bge-m3,B,ID,0.5832
21,jenis jenis manusia,bge-m3,B,ID,0.6072
22,cara mengikis kotoran batin,bge-m3,B,ID,0.5259
23,penjelasan tentang pandangan terang,bge-m3,B,ID,0.6314
24,apa yang terjadi pada saat pencapaian pencerahan,bge-m3,B,ID,0.9381
25,perasaan malu dan takut,bge-m3,B,ID,0.7387
26,bersatu di kehidupan selanjutnya,bge-m3,B,ID,0.1855
27,jenis jenis karma buruk,bge-m3,B,ID,0.7273
28,berbagai jenis perbuatan baik,bge-m3,B,ID,0.8933
29,jenis orang yang tak boleh ditahbiskan,bge-m3,B,ID,0.2686
30,apa itu proliferasi mental,bge-m3,B,ID,0.8938
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp1,ID,0.691
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp1,ID,0.0
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp1,ID,0.8899
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp1,ID,0.7776
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp1,ID,0.9152
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp1,ID,0.6728
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp1,ID,0.4658
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp1,ID,0.3392
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp1,ID,0.5239
10,kriteria kesucian,gpl-gte-multilingual-base,exp1,ID,0.1921
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp1,ID,0.1091
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp1,ID,0.7412
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp1,ID,0.7912
14,apa makna kekosongan,gpl-gte-multilingual-base,exp1,ID,0.6666
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp1,ID,0.6778
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp1,ID,0.8432
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp1,ID,0.6627
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp1,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp1,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp1,ID,0.1925
21,jenis jenis manusia,gpl-gte-multilingual-base,exp1,ID,1.0
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp1,ID,0.7555
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp1,ID,0.6798
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp1,ID,0.6589
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp1,ID,0.8795
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp1,ID,0.4481
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp1,ID,0.5341
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp1,ID,0.8848
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp1,ID,0.3597
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp1,ID,0.9366
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp2,ID,0.8138
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp2,ID,0.5296
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp2,ID,0.8992
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp2,ID,0.7557
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp2,ID,0.8178
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp2,ID,0.4409
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp2,ID,0.3045
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp2,ID,0.3748
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp2,ID,0.6352
10,kriteria kesucian,gpl-gte-multilingual-base,exp2,ID,0.2101
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp2,ID,0.4011
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp2,ID,0.4421
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp2,ID,0.8719
14,apa makna kekosongan,gpl-gte-multilingual-base,exp2,ID,0.2642
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp2,ID,0.6099
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp2,ID,0.5586
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp2,ID,0.2811
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp2,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp2,ID,0.8688
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp2,ID,0.123
21,jenis jenis manusia,gpl-gte-multilingual-base,exp2,ID,1.0
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp2,ID,0.8223
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp2,ID,0.5384
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp2,ID,0.2773
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp2,ID,0.7958
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp2,ID,0.564
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp2,ID,0.5897
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp2,ID,0.7652
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp2,ID,0.283
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp2,ID,0.8737
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp3,ID,0.5585
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp3,ID,0.7227
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp3,ID,0.8108
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp3,ID,0.7409
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp3,ID,0.8626
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp3,ID,0.4409
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp3,ID,0.1243
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp3,ID,0.4105
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp3,ID,0.6027
10,kriteria kesucian,gpl-gte-multilingual-base,exp3,ID,0.2101
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp3,ID,0.6099
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp3,ID,0.8101
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp3,ID,0.9572
14,apa makna kekosongan,gpl-gte-multilingual-base,exp3,ID,0.7208
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp3,ID,0.3828
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp3,ID,0.7273
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp3,ID,0.5987
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp3,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp3,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp3,ID,0.1296
21,jenis jenis manusia,gpl-gte-multilingual-base,exp3,ID,0.9435
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp3,ID,0.71
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp3,ID,0.8224
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp3,ID,0.6221
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp3,ID,0.7252
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp3,ID,0.5762
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp3,ID,0.5063
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp3,ID,0.9563
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp3,ID,0.382
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp3,ID,0.933
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp4,ID,0.6372
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp4,ID,0.0428
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp4,ID,0.8825
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp4,ID,0.6534
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp4,ID,0.9313
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp4,ID,0.4409
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp4,ID,0.5209
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp4,ID,0.2901
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp4,ID,0.5531
10,kriteria kesucian,gpl-gte-multilingual-base,exp4,ID,0.0936
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp4,ID,0.6158
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp4,ID,0.9346
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp4,ID,0.7998
14,apa makna kekosongan,gpl-gte-multilingual-base,exp4,ID,0.7994
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp4,ID,0.6711
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp4,ID,0.8882
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp4,ID,0.734
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp4,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp4,ID,0.9563
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp4,ID,0.1373
21,jenis jenis manusia,gpl-gte-multilingual-base,exp4,ID,0.9918
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp4,ID,0.7147
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp4,ID,0.6885
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp4,ID,0.3337
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp4,ID,0.8358
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp4,ID,0.53
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp4,ID,0.6669
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp4,ID,0.9043
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp4,ID,0.6109
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp4,ID,0.9881
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp4.1,ID,0.7013
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp4.1,ID,0.0339
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp4.1,ID,0.8761
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp4.1,ID,0.6018
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp4.1,ID,0.9293
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp4.1,ID,0.5243
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp4.1,ID,0.4455
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp4.1,ID,0.2999
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp4.1,ID,0.6115
10,kriteria kesucian,gpl-gte-multilingual-base,exp4.1,ID,0.0778
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp4.1,ID,0.8304
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp4.1,ID,0.957
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp4.1,ID,0.7912
14,apa makna kekosongan,gpl-gte-multilingual-base,exp4.1,ID,0.6899
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp4.1,ID,0.431
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp4.1,ID,0.9026
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp4.1,ID,0.6213
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp4.1,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp4.1,ID,0.9563
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp4.1,ID,0.1373
21,jenis jenis manusia,gpl-gte-multilingual-base,exp4.1,ID,1.0
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp4.1,ID,0.7492
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp4.1,ID,0.5433
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp4.1,ID,0.4062
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp4.1,ID,0.8358
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp4.1,ID,0.53
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp4.1,ID,0.5936
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp4.1,ID,0.9043
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp4.1,ID,0.5772
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp4.1,ID,0.9881
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp4.2,ID,0.5974
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp4.2,ID,0.749
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp4.2,ID,0.8651
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp4.2,ID,0.7665
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp4.2,ID,0.9538
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp4.2,ID,0.4409
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp4.2,ID,0.29
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp4.2,ID,0.5269
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp4.2,ID,0.4608
10,kriteria kesucian,gpl-gte-multilingual-base,exp4.2,ID,0.3054
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp4.2,ID,0.9453
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp4.2,ID,0.9206
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp4.2,ID,0.7998
14,apa makna kekosongan,gpl-gte-multilingual-base,exp4.2,ID,0.8065
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp4.2,ID,0.6017
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp4.2,ID,0.7038
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp4.2,ID,0.3822
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp4.2,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp4.2,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp4.2,ID,0.1751
21,jenis jenis manusia,gpl-gte-multilingual-base,exp4.2,ID,0.9343
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp4.2,ID,0.831
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp4.2,ID,0.6643
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp4.2,ID,0.4062
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp4.2,ID,0.779
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp4.2,ID,0.56
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp4.2,ID,0.5323
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp4.2,ID,0.9043
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp4.2,ID,0.5419
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp4.2,ID,0.9559
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp4.3,ID,0.6582
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp4.3,ID,0.5296
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp4.3,ID,0.8902
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp4.3,ID,0.7429
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp4.3,ID,0.9757
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp4.3,ID,0.4409
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp4.3,ID,0.5633
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp4.3,ID,0.0713
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp4.3,ID,0.5368
10,kriteria kesucian,gpl-gte-multilingual-base,exp4.3,ID,0.1927
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp4.3,ID,1.0
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp4.3,ID,0.8874
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp4.3,ID,0.9336
14,apa makna kekosongan,gpl-gte-multilingual-base,exp4.3,ID,0.8658
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp4.3,ID,0.6064
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp4.3,ID,0.752
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp4.3,ID,0.7522
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp4.3,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp4.3,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp4.3,ID,0.1008
21,jenis jenis manusia,gpl-gte-multilingual-base,exp4.3,ID,0.9343
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp4.3,ID,0.8
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp4.3,ID,0.6328
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp4.3,ID,0.5114
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp4.3,ID,0.7978
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp4.3,ID,0.6736
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp4.3,ID,0.4919
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp4.3,ID,0.9216
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp4.3,ID,0.7143
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp4.3,ID,0.9559
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,GPL,ID,0.691
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,GPL,ID,0.0
3,apa penyebab penderitaan,gpl-gte-multilingual-base,GPL,ID,0.8899
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,GPL,ID,0.7557
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,GPL,ID,0.9361
6,apa itu kemurahan hati,gpl-gte-multilingual-base,GPL,ID,0.6728
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,GPL,ID,0.3822
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,GPL,ID,0.4522
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,GPL,ID,0.6917
10,kriteria kesucian,gpl-gte-multilingual-base,GPL,ID,0.1857
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,GPL,ID,0.2261
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,GPL,ID,0.8568
13,berbagai jenis pemberian,gpl-gte-multilingual-base,GPL,ID,0.7758
14,apa makna kekosongan,gpl-gte-multilingual-base,GPL,ID,0.6666
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,GPL,ID,0.758
16,harta yang paling bernilai,gpl-gte-multilingual-base,GPL,ID,0.9026
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,GPL,ID,0.7336
18,penyebab gempa bumi,gpl-gte-multilingual-base,GPL,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,GPL,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,GPL,ID,0.1843
21,jenis jenis manusia,gpl-gte-multilingual-base,GPL,ID,0.9781
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,GPL,ID,0.8199
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,GPL,ID,0.6798
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,GPL,ID,0.6902
25,perasaan malu dan takut,gpl-gte-multilingual-base,GPL,ID,0.8795
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,GPL,ID,0.4968
27,jenis jenis karma buruk,gpl-gte-multilingual-base,GPL,ID,0.4518
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,GPL,ID,0.8869
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,GPL,ID,0.3039
30,apa itu proliferasi mental,gpl-gte-multilingual-base,GPL,ID,0.9585
1,cara mengatasi kemarahan,gpl-multilingual-e5-base,exp1,ID,0.503
2,cara mengatasi ngantuk,gpl-multilingual-e5-base,exp1,ID,1.0
3,apa penyebab penderitaan,gpl-multilingual-e5-base,exp1,ID,0.801
4,mengapa harus membalas budi orangtua,gpl-multilingual-e5-base,exp1,ID,0.7689
5,perumpamaan perumpamaan,gpl-multilingual-e5-base,exp1,ID,0.6851
6,apa itu kemurahan hati,gpl-multilingual-e5-base,exp1,ID,0.648
7,penjelasan tentang perhatian murni,gpl-multilingual-e5-base,exp1,ID,0.4503
8,manfaat pelaksaan sila,gpl-multilingual-e5-base,exp1,ID,0.3893
9,jenis jenis kotoran batin,gpl-multilingual-e5-base,exp1,ID,0.5592
10,kriteria kesucian,gpl-multilingual-e5-base,exp1,ID,0.2877
11,siapa yang layak disebut sebagai brahmana,gpl-multilingual-e5-base,exp1,ID,0.2666
12,kewajiban seorang bhikkhu,gpl-multilingual-e5-base,exp1,ID,0.6932
13,berbagai jenis pemberian,gpl-multilingual-e5-base,exp1,ID,0.7645
14,apa makna kekosongan,gpl-multilingual-e5-base,exp1,ID,0.205
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-multilingual-e5-base,exp1,ID,0.6461
16,harta yang paling bernilai,gpl-multilingual-e5-base,exp1,ID,0.9563
17,kewajiban seorang umat awam,gpl-multilingual-e5-base,exp1,ID,0.6599
18,penyebab gempa bumi,gpl-multilingual-e5-base,exp1,ID,1.0
19,jenis jenis kemelekatan,gpl-multilingual-e5-base,exp1,ID,0.8783
20,penggambaran terhadap keagungan buddha,gpl-multilingual-e5-base,exp1,ID,0.6405
21,jenis jenis manusia,gpl-multilingual-e5-base,exp1,ID,0.9881
22,cara mengikis kotoran batin,gpl-multilingual-e5-base,exp1,ID,0.7158
23,penjelasan tentang pandangan terang,gpl-multilingual-e5-base,exp1,ID,0.6643
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-multilingual-e5-base,exp1,ID,0.5084
25,perasaan malu dan takut,gpl-multilingual-e5-base,exp1,ID,0.8065
26,bersatu di kehidupan selanjutnya,gpl-multilingual-e5-base,exp1,ID,0.2909
27,jenis jenis karma buruk,gpl-multilingual-e5-base,exp1,ID,0.6622
28,berbagai jenis perbuatan baik,gpl-multilingual-e5-base,exp1,ID,0.7708
29,jenis orang yang tak boleh ditahbiskan,gpl-multilingual-e5-base,exp1,ID,0.2379
30,apa itu proliferasi mental,gpl-multilingual-e5-base,exp1,ID,0.934
1,cara mengatasi kemarahan,gpl-multilingual-e5-base,exp2,ID,0.542
2,cara mengatasi ngantuk,gpl-multilingual-e5-base,exp2,ID,1.0
3,apa penyebab penderitaan,gpl-multilingual-e5-base,exp2,ID,0.8407
4,mengapa harus membalas budi orangtua,gpl-multilingual-e5-base,exp2,ID,0.8883
5,perumpamaan perumpamaan,gpl-multilingual-e5-base,exp2,ID,0.7896
6,apa itu kemurahan hati,gpl-multilingual-e5-base,exp2,ID,0.6632
7,penjelasan tentang perhatian murni,gpl-multilingual-e5-base,exp2,ID,0.5474
8,manfaat pelaksaan sila,gpl-multilingual-e5-base,exp2,ID,0.6495
9,jenis jenis kotoran batin,gpl-multilingual-e5-base,exp2,ID,0.2938
10,kriteria kesucian,gpl-multilingual-e5-base,exp2,ID,0.3943
11,siapa yang layak disebut sebagai brahmana,gpl-multilingual-e5-base,exp2,ID,0.2299
12,kewajiban seorang bhikkhu,gpl-multilingual-e5-base,exp2,ID,0.6805
13,berbagai jenis pemberian,gpl-multilingual-e5-base,exp2,ID,0.8053
14,apa makna kekosongan,gpl-multilingual-e5-base,exp2,ID,0.1213
