Korpus,Family,query_id,kueri,B,GPL,exp5.4,Δ(exp5.4-B)
ID,multilingual-e5-base,7,penjelasan tentang perhatian murni,0.3948,0.4464,0.4901,0.0953
ID,gte-multilingual-base,30,apa itu proliferasi mental,0.89,0.8663,1.0,0.11
ID,gte-multilingual-base,1,cara mengatasi kemarahan,0.5664,0.6667,0.6795,0.1131
ID,gte-multilingual-base,4,mengapa harus membalas budi orangtua,0.8869,0.7557,1.0,0.1131
ID,gte-multilingual-base,22,cara mengikis kotoran batin,0.7365,0.9275,0.8524,0.1159
ID,multilingual-e5-base,26,bersatu di kehidupan selanjutnya,0.3752,0.0,0.497,0.1218
ID,multilingual-e5-base,17,kewajiban seorang umat awam,0.7261,0.8058,0.8498,0.1237
ID,gte-multilingual-base,24,apa yang terjadi pada saat pencapaian pencerahan,0.4459,0.5059,0.5704,0.1245
ID,multilingual-e5-base,27,jenis jenis karma buruk,0.3859,0.5095,0.5167,0.1308
ID,multilingual-e5-base,28,berbagai jenis perbuatan baik,0.8638,0.6956,1.0,0.1362
ID,gte-multilingual-base,11,siapa yang layak disebut sebagai brahmana,0.7458,0.2826,0.8869,0.1411
ID,multilingual-e5-base,15,apa kualitas yang harus dimiliki oleh seorang penceramah,0.5725,0.7454,0.7175,0.145
ID,gte-multilingual-base,2,cara mengatasi ngantuk,0.214,0.0,0.3957,0.1817
ID,multilingual-e5-base,16,harta yang paling bernilai,0.5615,0.9125,0.7739,0.2124
ID,multilingual-e5-base,9,jenis jenis kotoran batin,0.4926,0.3713,0.7208,0.2282
ID,gte-multilingual-base,17,kewajiban seorang umat awam,0.6015,0.6771,0.8406,0.2391
ID,gte-multilingual-base,21,jenis jenis manusia,0.6406,0.9563,0.8869,0.2463
ID,multilingual-e5-base,22,cara mengikis kotoran batin,0.5751,0.664,0.855,0.2799
ID,multilingual-e5-base,2,cara mengatasi ngantuk,0.6893,1.0,1.0,0.3107
ID,gte-multilingual-base,9,jenis jenis kotoran batin,0.2747,0.4971,0.6277,0.353
ID,gte-multilingual-base,23,penjelasan tentang pandangan terang,0.3743,0.5517,0.7586,0.3843
ID,gte-multilingual-base,3,apa penyebab penderitaan,0.4637,0.8591,0.8591,0.3954
ID,multilingual-e5-base,3,apa penyebab penderitaan,0.4637,0.7346,0.8591,0.3954
ID,multilingual-e5-base,11,siapa yang layak disebut sebagai brahmana,0.5466,0.2896,1.0,0.4534
ID,multilingual-e5-base,29,jenis orang yang tak boleh ditahbiskan,0.5296,0.8688,1.0,0.4704
ID,gte-multilingual-base,8,manfaat pelaksaan sila,0.149,0.4522,0.6292,0.4802
ID,gte-multilingual-base,29,jenis orang yang tak boleh ditahbiskan,0.1696,1.0,1.0,0.8304
