Korpus,Family,query_id,kueri,B,GPL,exp5.2,Δ(exp5.2-B)
ID,multilingual-e5-base,9,jenis jenis kotoran batin,0.519,0.3913,0.7877,0.2687
ID,multilingual-e5-base,22,cara mengikis kotoran batin,0.5751,0.664,0.8651,0.29
ID,multilingual-e5-base,2,cara mengatasi ngantuk,0.6893,1.0,1.0,0.3107
ID,multilingual-e5-base,27,jenis jenis karma buruk,0.3673,0.4849,0.7259,0.3586
ID,gte-multilingual-base,1,cara mengatasi kemarahan,0.5664,0.6667,0.9435,0.3771
ID,gte-multilingual-base,23,penjelasan tentang pandangan terang,0.3743,0.5517,0.7683,0.394
ID,gte-multilingual-base,3,apa penyebab penderitaan,0.4637,0.8591,0.8591,0.3954
ID,multilingual-e5-base,3,apa penyebab penderitaan,0.4637,0.7346,0.8591,0.3954
ID,multilingual-e5-base,29,jenis orang yang tak boleh ditahbiskan,0.5296,0.8688,1.0,0.4704
ID,gte-multilingual-base,8,manfaat pelaksaan sila,0.149,0.4522,0.6238,0.4748
ID,gte-multilingual-base,9,jenis jenis kotoran batin,0.2894,0.5237,0.8272,0.5378
ID,gte-multilingual-base,2,cara mengatasi ngantuk,0.214,0.0,1.0,0.786
ID,gte-multilingual-base,29,jenis orang yang tak boleh ditahbiskan,0.1696,1.0,1.0,0.8304
