Korpus,Family,query_id,kueri,B,GPL,exp5.1,Δ(exp5.1-B)
ID,multilingual-e5-base,30,apa itu proliferasi mental,1.0,1.0,0.9435,-0.0565
ID,gte-multilingual-base,30,apa itu proliferasi mental,1.0,1.0,0.9513,-0.0487
ID,multilingual-e5-base,3,apa penyebab penderitaan,1.0,1.0,0.9513,-0.0487
ID,multilingual-e5-base,28,berbagai jenis perbuatan baik,1.0,0.8304,0.9563,-0.0437
ID,gte-multilingual-base,12,kewajiban seorang bhikkhu,1.0,0.8688,0.9563,-0.0437
ID,gte-multilingual-base,3,apa penyebab penderitaan,1.0,1.0,0.9563,-0.0437
ID,multilingual-e5-base,29,jenis orang yang tak boleh ditahbiskan,0.3431,0.0,0.3028,-0.0403
ID,multilingual-e5-base,15,apa kualitas yang harus dimiliki oleh seorang penceramah,0.9435,0.8869,0.9076,-0.0359
ID,gte-multilingual-base,19,jenis jenis kemelekatan,1.0,1.0,1.0,0.0
ID,gte-multilingual-base,18,penyebab gempa bumi,1.0,1.0,1.0,0.0
ID,multilingual-e5-base,5,perumpamaan perumpamaan,1.0,0.7227,1.0,0.0
ID,gte-multilingual-base,5,perumpamaan perumpamaan,1.0,1.0,1.0,0.0
ID,multilingual-e5-base,19,jenis jenis kemelekatan,1.0,0.9125,1.0,0.0
ID,multilingual-e5-base,18,penyebab gempa bumi,1.0,1.0,1.0,0.0
ID,multilingual-e5-base,14,apa makna kekosongan,1.0,0.0,1.0,0.0
ID,multilingual-e5-base,16,harta yang paling bernilai,0.9513,1.0,0.9513,0.0
ID,multilingual-e5-base,22,cara mengikis kotoran batin,0.7075,0.6462,0.7187,0.0112
ID,multilingual-e5-base,20,penggambaran terhadap keagungan buddha,0.5962,0.4582,0.6667,0.0705
ID,gte-multilingual-base,21,jenis jenis manusia,0.8539,1.0,0.9287,0.0748
ID,gte-multilingual-base,4,mengapa harus membalas budi orangtua,0.8304,0.7557,0.9125,0.0821
ID,gte-multilingual-base,28,berbagai jenis perbuatan baik,0.8688,1.0,0.9563,0.0875
ID,multilingual-e5-base,4,mengapa harus membalas budi orangtua,0.8539,0.9125,0.9563,0.1024
ID,multilingual-e5-base,26,bersatu di kehidupan selanjutnya,0.0974,0.6667,0.2104,0.113
ID,gte-multilingual-base,14,apa makna kekosongan,0.8688,0.8688,1.0,0.1312
ID,gte-multilingual-base,17,kewajiban seorang umat awam,0.6608,0.7817,0.7945,0.1337
ID,multilingual-e5-base,8,manfaat pelaksaan sila,0.4704,0.4959,0.616,0.1456
ID,multilingual-e5-base,12,kewajiban seorang bhikkhu,0.8304,0.786,1.0,0.1696
ID,gte-multilingual-base,29,jenis orang yang tak boleh ditahbiskan,0.1246,0.0482,0.2973,0.1727
ID,gte-multilingual-base,9,jenis jenis kotoran batin,0.6026,0.8102,0.8154,0.2128
ID,multilingual-e5-base,2,cara mengatasi ngantuk,0.6893,1.0,0.9563,0.267
ID,multilingual-e5-base,9,jenis jenis kotoran batin,0.5892,0.6078,0.8663,0.2771
ID,gte-multilingual-base,1,cara mengatasi kemarahan,0.6299,0.7154,0.9076,0.2777
ID,gte-multilingual-base,6,apa itu kemurahan hati,0.3737,0.6095,0.7059,0.3322
ID,multilingual-e5-base,10,kriteria kesucian,0.1461,0.1461,0.5049,0.3588
ID,multilingual-e5-base,6,apa itu kemurahan hati,0.4219,0.5183,0.8132,0.3913
ID,multilingual-e5-base,7,penjelasan tentang perhatian murni,0.3156,0.4753,0.7084,0.3928
ID,gte-multilingual-base,8,manfaat pelaksaan sila,0.1539,0.4522,0.616,0.4621
ID,gte-multilingual-base,23,penjelasan tentang pandangan terang,0.2979,0.7591,0.8008,0.5029
ID,gte-multilingual-base,10,kriteria kesucian,0.0,0.1461,0.5325,0.5325
ID,gte-multilingual-base,20,penggambaran terhadap keagungan buddha,0.1131,0.1411,0.6667,0.5536
