Korpus,Family,query_id,kueri,B,GPL,exp4.2,Δ(exp4.2-B)
ID,gte-multilingual-base,18,penyebab gempa bumi,0.9563,1.0,1.0,0.0437
ID,gte-multilingual-base,19,jenis jenis kemelekatan,0.9563,1.0,1.0,0.0437
ID,multilingual-e5-base,12,kewajiban seorang bhikkhu,0.8272,0.741,0.8809,0.0537
ID,multilingual-e5-base,16,harta yang paling bernilai,0.5615,0.9125,0.6312,0.0697
ID,gte-multilingual-base,27,jenis jenis karma buruk,0.5167,0.4399,0.6232,0.1065
ID,gte-multilingual-base,22,cara mengikis kotoran batin,0.7365,0.9275,0.8714,0.1349
ID,gte-multilingual-base,23,penjelasan tentang pandangan terang,0.3743,0.5517,0.5095,0.1352
ID,multilingual-e5-base,22,cara mengikis kotoran batin,0.5751,0.664,0.7201,0.145
ID,gte-multilingual-base,11,siapa yang layak disebut sebagai brahmana,0.7458,0.2826,0.9563,0.2105
ID,gte-multilingual-base,21,jenis jenis manusia,0.6406,0.9563,0.8869,0.2463
ID,multilingual-e5-base,29,jenis orang yang tak boleh ditahbiskan,0.5296,0.8688,0.786,0.2564
ID,multilingual-e5-base,3,apa penyebab penderitaan,0.4208,0.6667,0.7252,0.3044
ID,multilingual-e5-base,2,cara mengatasi ngantuk,0.6893,1.0,1.0,0.3107
ID,gte-multilingual-base,3,apa penyebab penderitaan,0.4208,0.7797,0.7521,0.3313
ID,multilingual-e5-base,27,jenis jenis karma buruk,0.3859,0.5095,0.7302,0.3443
ID,gte-multilingual-base,8,manfaat pelaksaan sila,0.149,0.4522,0.5269,0.3779
ID,multilingual-e5-base,26,bersatu di kehidupan selanjutnya,0.3345,0.0,0.732,0.3975
ID,gte-multilingual-base,2,cara mengatasi ngantuk,0.214,0.0,0.7665,0.5525
ID,gte-multilingual-base,29,jenis orang yang tak boleh ditahbiskan,0.1696,1.0,1.0,0.8304
